# t	msd	sdev	sigma=0.3, epsilon=1.2, T=0.600
1.0000e-02	2.3777e-04	3.4153e-05
2.0000e-02	9.4548e-04	1.3590e-04
3.0000e-02	2.1092e-03	3.0360e-04
4.0000e-02	3.7076e-03	5.3492e-04
5.0000e-02	5.7141e-03	8.2696e-04
6.0000e-02	8.0990e-03	1.1762e-03
7.0000e-02	1.0831e-02	1.5788e-03
8.0000e-02	1.3879e-02	2.0304e-03
9.0000e-02	1.7212e-02	2.5263e-03
1.0000e-01	1.8565e-02	1.7407e-04
2.0000e-01	5.8240e-02	8.0594e-04
3.0000e-01	1.0200e-01	1.8085e-03
4.0000e-01	1.4251e-01	2.6298e-03
5.0000e-01	1.7791e-01	3.0910e-03
6.0000e-01	2.1006e-01	3.4429e-03
7.0000e-01	2.4213e-01	3.8743e-03
8.0000e-01	2.7621e-01	4.5957e-03
9.0000e-01	3.1200e-01	5.6689e-03
1.0000e+00	3.4784e-01	4.7539e-03
2.0000e+00	6.4874e-01	3.8199e-03
3.0000e+00	9.3712e-01	6.8038e-03
4.0000e+00	1.2249e+00	1.1610e-02
5.0000e+00	1.5100e+00	1.4432e-02
6.0000e+00	1.7937e+00	1.9055e-02
7.0000e+00	2.0741e+00	1.9628e-02
8.0000e+00	2.3563e+00	2.5955e-02
9.0000e+00	2.6362e+00	2.8943e-02
1.0000e+01	2.9133e+00	7.5300e-03
2.0000e+01	5.6902e+00	1.4269e-02
3.0000e+01	8.4556e+00	2.1133e-02
4.0000e+01	1.1212e+01	2.2653e-02
5.0000e+01	1.3947e+01	3.2500e-02
6.0000e+01	1.6669e+01	4.8974e-02
7.0000e+01	1.9398e+01	6.7246e-02
8.0000e+01	2.2150e+01	9.1043e-02
9.0000e+01	2.4888e+01	1.0641e-01
1.0000e+02	2.7824e+01	6.0194e-02
2.0000e+02	5.5501e+01	1.6006e-01
3.0000e+02	8.3024e+01	3.0014e-01
4.0000e+02	1.1069e+02	3.6198e-01
5.0000e+02	1.3838e+02	5.7131e-01
6.0000e+02	1.6595e+02	6.3980e-01
7.0000e+02	1.9353e+02	7.8408e-01
8.0000e+02	2.2114e+02	8.5071e-01
9.0000e+02	2.4867e+02	1.0101e+00
1.0000e+03	2.7816e+02	4.2388e-01
2.0000e+03	5.5748e+02	1.4252e+00
3.0000e+03	8.3725e+02	2.4388e+00
4.0000e+03	1.1178e+03	4.6264e+00
5.0000e+03	1.3976e+03	7.2792e+00
6.0000e+03	1.6777e+03	9.4524e+00
7.0000e+03	1.9586e+03	9.9258e+00
8.0000e+03	2.2389e+03	1.0887e+01
9.0000e+03	2.5185e+03	1.2308e+01
1.0000e+04	2.7981e+03	1.3477e+01
1.2000e+04	3.3580e+03	1.6767e+01
1.3000e+04	3.6385e+03	1.8738e+01
1.4000e+04	3.9176e+03	2.1684e+01
1.5000e+04	4.1974e+03	2.4980e+01
1.7000e+04	4.7580e+03	2.6581e+01
1.9000e+04	5.3194e+03	2.9087e+01
2.0000e+04	5.6014e+03	2.8862e+01
2.2000e+04	6.1669e+03	2.8100e+01
2.5000e+04	7.0160e+03	3.7888e+01
2.7000e+04	7.5856e+03	4.6836e+01
3.0000e+04	8.4286e+03	6.3872e+01
3.3000e+04	9.2633e+03	9.6669e+01
3.6000e+04	1.0095e+04	1.3975e+02
3.9000e+04	1.0926e+04	1.7769e+02
4.3000e+04	1.2048e+04	2.2438e+02
4.7000e+04	1.3170e+04	2.7555e+02
5.2000e+04	1.4580e+04	3.4770e+02
5.7000e+04	1.6006e+04	4.1250e+02
6.3000e+04	1.7724e+04	4.9753e+02
6.9000e+04	1.9445e+04	6.1321e+02
7.5000e+04	2.1182e+04	7.2209e+02
8.3000e+04	2.3364e+04	8.6696e+02
9.1000e+04	2.5533e+04	9.3916e+02
9.9000e+04	2.7897e+04	9.2421e+02
