# t	softness	N_observations	PDF(S)	sigma=0.8, epsilon=1.2, T=0.500, replica=2
-6.8086e-01	4.6110e+03	1.3033e-01
-6.4514e-01	8.4290e+03	2.3825e-01
-6.0942e-01	1.4733e+04	4.1644e-01
-5.7370e-01	2.3500e+04	6.6424e-01
-5.3799e-01	3.4827e+04	9.8441e-01
-5.0227e-01	4.8592e+04	1.3735e+00
-4.6655e-01	6.2850e+04	1.7765e+00
-4.3083e-01	7.6245e+04	2.1551e+00
-3.9511e-01	8.6930e+04	2.4571e+00
-3.5940e-01	9.3153e+04	2.6330e+00
-3.2368e-01	9.4202e+04	2.6627e+00
-2.8796e-01	8.9694e+04	2.5353e+00
-2.5224e-01	8.0833e+04	2.2848e+00
-2.1652e-01	6.9856e+04	1.9745e+00
-1.8081e-01	5.6706e+04	1.6028e+00
-1.4509e-01	4.4206e+04	1.2495e+00
-1.0937e-01	3.2618e+04	9.2197e-01
-7.3653e-02	2.3198e+04	6.5571e-01
-3.7935e-02	1.5983e+04	4.5177e-01
-2.2168e-03	1.0224e+04	2.8899e-01
3.3501e-02	6.3980e+03	1.8084e-01
