# t	msd	sdev	sigma=1.0, epsilon=1.2, T=0.950
1.0000e-02	3.0006e-04	9.5237e-06
2.0000e-02	1.1910e-03	3.7969e-05
3.0000e-02	2.6477e-03	8.5134e-05
4.0000e-02	4.6307e-03	1.5084e-04
5.0000e-02	7.0900e-03	2.3496e-04
6.0000e-02	9.9688e-03	3.3730e-04
7.0000e-02	1.3206e-02	4.5746e-04
8.0000e-02	1.6742e-02	5.9465e-04
9.0000e-02	2.0517e-02	7.4743e-04
1.0000e-01	2.4274e-02	1.5047e-05
2.0000e-01	6.5103e-02	3.5158e-04
3.0000e-01	1.0124e-01	9.6269e-04
4.0000e-01	1.3454e-01	1.7156e-03
5.0000e-01	1.6532e-01	2.9418e-03
6.0000e-01	1.9347e-01	4.7120e-03
7.0000e-01	2.1966e-01	6.6278e-03
8.0000e-01	2.4429e-01	8.3451e-03
9.0000e-01	2.6796e-01	9.8035e-03
1.0000e+00	2.9057e-01	4.6685e-03
2.0000e+00	5.0583e-01	5.0205e-03
3.0000e+00	7.0913e-01	7.8954e-03
4.0000e+00	9.0033e-01	8.7710e-03
5.0000e+00	1.0832e+00	8.9515e-03
6.0000e+00	1.2649e+00	9.0872e-03
7.0000e+00	1.4395e+00	1.0638e-02
8.0000e+00	1.6158e+00	1.3178e-02
9.0000e+00	1.7879e+00	1.3691e-02
1.0000e+01	1.9778e+00	6.7532e-03
2.0000e+01	3.6602e+00	1.1382e-02
3.0000e+01	5.2961e+00	2.5376e-02
4.0000e+01	6.9127e+00	3.0673e-02
5.0000e+01	8.5165e+00	4.5729e-02
6.0000e+01	1.0111e+01	6.1900e-02
7.0000e+01	1.1699e+01	7.9940e-02
8.0000e+01	1.3284e+01	9.6427e-02
9.0000e+01	1.4875e+01	1.1382e-01
1.0000e+02	1.6422e+01	4.7527e-02
2.0000e+02	3.2255e+01	1.4257e-01
3.0000e+02	4.8025e+01	1.8075e-01
4.0000e+02	6.3828e+01	2.5733e-01
5.0000e+02	7.9552e+01	3.7356e-01
6.0000e+02	9.5295e+01	4.2244e-01
7.0000e+02	1.1098e+02	4.9353e-01
8.0000e+02	1.2659e+02	6.9220e-01
9.0000e+02	1.4214e+02	8.3118e-01
1.0000e+03	1.5914e+02	5.6456e-01
2.0000e+03	3.1683e+02	1.4873e+00
3.0000e+03	4.7469e+02	2.8536e+00
4.0000e+03	6.3211e+02	3.6194e+00
5.0000e+03	7.8892e+02	5.2857e+00
6.0000e+03	9.4593e+02	7.1432e+00
7.0000e+03	1.1041e+03	8.7961e+00
8.0000e+03	1.2625e+03	1.0779e+01
9.0000e+03	1.4203e+03	1.2512e+01
1.0000e+04	1.5779e+03	1.4086e+01
1.2000e+04	1.8934e+03	1.7718e+01
1.3000e+04	2.0505e+03	1.8729e+01
1.4000e+04	2.2080e+03	1.9203e+01
1.5000e+04	2.3656e+03	1.9230e+01
1.7000e+04	2.6807e+03	1.8686e+01
1.9000e+04	2.9943e+03	1.6587e+01
2.0000e+04	3.1509e+03	1.5783e+01
2.2000e+04	3.4639e+03	1.5417e+01
2.5000e+04	3.9361e+03	2.0300e+01
2.7000e+04	4.2510e+03	2.6091e+01
3.0000e+04	4.7270e+03	3.9802e+01
3.3000e+04	5.2010e+03	5.6429e+01
3.6000e+04	5.6695e+03	7.3364e+01
3.9000e+04	6.1377e+03	8.4808e+01
4.3000e+04	6.7625e+03	1.1053e+02
4.7000e+04	7.3792e+03	1.2866e+02
5.2000e+04	8.1553e+03	1.4045e+02
5.7000e+04	8.9258e+03	1.6177e+02
6.3000e+04	9.8403e+03	1.8300e+02
6.9000e+04	1.0751e+04	2.0721e+02
7.5000e+04	1.1663e+04	2.1543e+02
8.3000e+04	1.2899e+04	1.7744e+02
9.1000e+04	1.4106e+04	1.3339e+02
9.9000e+04	1.5260e+04	2.5549e+02
