# T	sdev	V_specific	sdev	sigma=0.3, epsilon=1.5
9.9809e-01	2.5599e-03	1.0745e+00	7.4391e-04
9.9725e-01	8.8905e-03	1.0695e+00	6.0456e-04
9.8717e-01	1.3592e-02	1.0662e+00	1.8918e-03
9.8649e-01	4.7287e-03	1.0687e+00	1.3155e-03
9.7799e-01	5.4289e-03	1.0668e+00	1.3741e-03
9.7399e-01	2.8764e-03	1.0634e+00	2.3180e-03
9.6354e-01	2.7100e-03	1.0642e+00	1.8685e-03
9.6772e-01	3.8686e-03	1.0600e+00	3.7536e-04
9.5608e-01	8.4032e-03	1.0611e+00	2.2210e-03
9.5011e-01	4.0455e-03	1.0580e+00	1.3237e-03
9.5472e-01	6.3353e-03	1.0557e+00	1.5910e-03
9.4828e-01	8.9920e-03	1.0543e+00	1.7751e-03
9.3807e-01	6.7486e-03	1.0545e+00	2.6675e-03
9.2873e-01	8.2289e-03	1.0526e+00	8.8518e-04
9.2647e-01	6.4005e-03	1.0502e+00	2.2141e-03
9.2862e-01	4.6219e-03	1.0481e+00	2.7501e-03
9.2085e-01	7.0762e-03	1.0486e+00	8.8211e-04
9.1167e-01	9.1076e-03	1.0451e+00	2.0160e-03
9.1262e-01	4.3312e-03	1.0423e+00	3.4123e-03
9.0041e-01	3.4962e-03	1.0419e+00	1.8011e-03
8.9829e-01	4.9232e-03	1.0397e+00	2.4649e-03
8.8705e-01	7.1276e-03	1.0398e+00	1.6573e-03
8.9401e-01	4.6797e-03	1.0379e+00	2.4894e-03
8.9318e-01	1.1009e-02	1.0365e+00	1.8629e-03
8.7624e-01	3.9878e-03	1.0372e+00	1.2447e-03
8.7073e-01	6.5664e-03	1.0317e+00	8.4794e-04
8.6655e-01	2.5912e-03	1.0319e+00	9.6470e-04
8.7170e-01	4.2037e-03	1.0310e+00	2.3142e-03
8.5597e-01	1.0695e-02	1.0304e+00	2.8717e-03
8.5823e-01	6.7610e-03	1.0283e+00	1.0659e-03
8.5542e-01	6.3670e-03	1.0246e+00	2.5684e-03
8.4732e-01	1.5048e-03	1.0251e+00	8.6631e-04
8.3868e-01	4.9689e-03	1.0230e+00	1.0104e-03
8.4133e-01	5.6070e-03	1.0209e+00	1.4652e-03
8.3184e-01	6.8196e-03	1.0201e+00	2.4180e-03
8.2196e-01	8.6926e-03	1.0210e+00	1.9510e-03
8.1323e-01	2.3835e-03	1.0188e+00	1.9208e-03
8.1650e-01	4.8505e-03	1.0191e+00	7.6568e-04
8.1298e-01	6.4385e-03	1.0152e+00	1.9994e-03
8.0764e-01	2.6643e-03	1.0150e+00	1.6600e-03
8.0358e-01	3.7960e-03	1.0116e+00	1.6661e-03
7.9052e-01	3.6746e-03	1.0105e+00	1.0232e-03
7.8961e-01	4.8704e-03	1.0095e+00	8.2638e-04
7.8891e-01	3.1237e-03	1.0072e+00	1.1348e-03
7.7582e-01	2.6033e-03	1.0074e+00	1.7236e-03
7.7555e-01	3.9619e-03	1.0054e+00	5.2838e-04
7.6755e-01	6.2377e-03	1.0016e+00	4.6783e-04
7.5686e-01	4.4970e-03	1.0004e+00	1.3521e-03
7.5876e-01	8.7396e-04	1.0019e+00	1.3209e-03
7.5844e-01	4.5966e-03	9.9921e-01	1.4601e-03
7.5053e-01	1.5088e-03	9.9814e-01	2.2294e-03
7.4572e-01	5.3453e-03	9.9660e-01	1.7387e-03
7.3951e-01	6.9521e-03	9.9476e-01	1.6335e-03
7.3142e-01	1.3022e-03	9.9266e-01	8.8022e-04
7.2973e-01	2.5076e-03	9.9189e-01	6.8048e-04
7.2557e-01	1.9682e-03	9.9145e-01	1.5551e-03
7.2709e-01	9.3533e-04	9.8900e-01	2.0316e-03
7.1483e-01	2.3187e-03	9.8688e-01	1.6547e-03
7.0738e-01	1.7515e-03	9.8523e-01	1.8736e-03
7.0208e-01	1.7634e-03	9.8621e-01	9.2900e-04
6.9568e-01	4.7246e-03	9.8356e-01	4.7361e-04
6.9535e-01	4.0759e-03	9.8163e-01	5.2727e-04
6.9012e-01	7.3497e-03	9.8066e-01	6.6857e-04
6.8209e-01	7.5684e-03	9.7848e-01	1.1393e-03
6.8056e-01	1.5868e-03	9.7798e-01	5.4385e-04
6.7854e-01	2.5188e-03	9.7498e-01	9.1346e-04
6.6538e-01	3.2102e-03	9.7495e-01	1.4980e-03
6.6924e-01	5.5231e-03	9.7333e-01	1.3647e-03
6.5855e-01	3.9047e-03	9.7304e-01	2.6903e-04
6.5179e-01	2.6040e-03	9.7100e-01	3.5361e-04
6.4907e-01	1.7445e-03	9.6938e-01	4.3971e-04
6.4320e-01	5.9894e-03	9.6885e-01	2.5726e-03
6.4105e-01	8.9315e-04	9.6640e-01	1.4557e-03
6.3616e-01	6.0813e-03	9.6404e-01	1.5368e-03
