# t	sisf	sdev	sigma=0.8, epsilon=1.0, T=0.850
1.0000e-02	9.9775e-01	1.8625e-05
2.0000e-02	9.9108e-01	7.3595e-05
3.0000e-02	9.8026e-01	1.6284e-04
4.0000e-02	9.6568e-01	2.8662e-04
5.0000e-02	9.4783e-01	4.4249e-04
6.0000e-02	9.2728e-01	6.3163e-04
7.0000e-02	9.0458e-01	8.5243e-04
8.0000e-02	8.8029e-01	1.1048e-03
9.0000e-02	8.5493e-01	1.3898e-03
1.0000e-01	8.2349e-01	2.0935e-03
2.0000e-01	5.7959e-01	4.8277e-03
3.0000e-01	4.2275e-01	6.8261e-03
4.0000e-01	3.2336e-01	7.2703e-03
5.0000e-01	2.5811e-01	5.9177e-03
6.0000e-01	2.1341e-01	3.7830e-03
7.0000e-01	1.8052e-01	1.6318e-03
8.0000e-01	1.5504e-01	3.4583e-04
9.0000e-01	1.3420e-01	1.8058e-03
1.0000e+00	1.1864e-01	1.0156e-03
2.0000e+00	3.7547e-02	1.1027e-03
3.0000e+00	1.4354e-02	7.6681e-04
4.0000e+00	6.6714e-03	1.4050e-03
5.0000e+00	2.4995e-03	4.6240e-04
6.0000e+00	1.8855e-03	1.3129e-04
7.0000e+00	9.9212e-04	1.6913e-04
8.0000e+00	8.4321e-04	3.5630e-04
9.0000e+00	4.0679e-04	9.3941e-04
1.0000e+01	-1.6297e-04	7.8452e-04
2.0000e+01	-6.7398e-05	1.9156e-04
3.0000e+01	-2.7983e-04	1.3808e-04
4.0000e+01	-2.9302e-04	1.6534e-04
5.0000e+01	2.8875e-04	8.6108e-05
6.0000e+01	1.8470e-04	3.5514e-05
7.0000e+01	-1.0535e-04	1.7017e-04
8.0000e+01	-1.6271e-04	5.9763e-05
9.0000e+01	1.5403e-05	1.2347e-04
1.0000e+02	-4.7115e-05	2.1718e-04
2.0000e+02	-5.7751e-05	1.5829e-04
3.0000e+02	-6.2285e-06	8.4895e-05
4.0000e+02	-6.1258e-05	1.0486e-04
5.0000e+02	-4.0540e-06	8.9214e-05
6.0000e+02	-6.5047e-05	1.0295e-04
7.0000e+02	-9.8038e-05	7.3371e-05
8.0000e+02	-4.5070e-05	2.8774e-05
9.0000e+02	-4.9541e-05	4.6852e-05
1.0000e+03	1.0927e-05	4.0401e-05
2.0000e+03	-1.9033e-05	1.9408e-05
3.0000e+03	1.5815e-05	5.8221e-06
4.0000e+03	-2.5398e-05	2.2922e-05
5.0000e+03	-2.4787e-06	1.4890e-05
6.0000e+03	-9.8849e-06	8.2555e-06
7.0000e+03	2.5035e-05	2.2671e-05
8.0000e+03	4.7092e-06	9.7659e-06
9.0000e+03	2.4102e-05	2.7068e-05
1.0000e+04	1.7713e-06	1.9492e-05
1.2000e+04	-7.3885e-06	1.6147e-05
1.3000e+04	9.8901e-06	1.9136e-05
1.4000e+04	-1.3435e-05	4.4586e-06
1.5000e+04	-2.2232e-05	2.1367e-05
1.7000e+04	-4.8940e-06	1.8617e-05
1.9000e+04	-2.0022e-07	1.5708e-05
2.0000e+04	-7.6431e-06	1.7214e-05
2.2000e+04	5.7644e-06	1.4934e-05
2.5000e+04	-1.6943e-06	1.4733e-05
2.7000e+04	-1.0173e-05	6.0924e-07
3.0000e+04	2.4325e-06	8.4427e-06
3.3000e+04	-1.0538e-05	1.2343e-07
3.6000e+04	3.7009e-06	4.3494e-06
3.9000e+04	1.8577e-05	6.2700e-06
4.3000e+04	1.6221e-05	1.1951e-05
4.7000e+04	-5.2166e-06	9.8041e-06
5.2000e+04	1.3210e-05	8.8981e-06
5.7000e+04	1.6825e-06	2.0386e-05
6.3000e+04	2.0682e-05	1.3297e-05
6.9000e+04	6.6076e-06	1.3594e-05
7.5000e+04	1.0469e-05	1.0381e-05
8.3000e+04	-2.1578e-05	1.1205e-05
9.1000e+04	1.3341e-05	1.5358e-05
9.9000e+04	1.4610e-05	5.4620e-05
