# t	softness	N_observations	PDF(S)	sigma=0.3, epsilon=1.0, T=0.350, replica=2
-8.5183e-01	2.6790e+03	2.7155e-02
-7.5223e-01	7.3250e+03	7.4247e-02
-6.5263e-01	1.5359e+04	1.5568e-01
-5.5302e-01	2.6379e+04	2.6738e-01
-4.5342e-01	3.9711e+04	4.0252e-01
-3.5382e-01	5.2996e+04	5.3717e-01
-2.5421e-01	6.5078e+04	6.5964e-01
-1.5461e-01	7.6027e+04	7.7062e-01
-5.5008e-02	8.5207e+04	8.6367e-01
4.4595e-02	9.1933e+04	9.3184e-01
1.4420e-01	9.2945e+04	9.4210e-01
2.4380e-01	8.8928e+04	9.0139e-01
3.4340e-01	7.8752e+04	7.9824e-01
4.4301e-01	6.6867e+04	6.7777e-01
5.4261e-01	5.4843e+04	5.5590e-01
6.4221e-01	4.3424e+04	4.4015e-01
7.4182e-01	3.3638e+04	3.4096e-01
8.4142e-01	2.4553e+04	2.4887e-01
9.4102e-01	1.6459e+04	1.6683e-01
1.0406e+00	1.0604e+04	1.0748e-01
1.1402e+00	6.5260e+03	6.6148e-02
